strain	true_subgroup	date	type	subgroup
leaf_2043	C	2022-05-26	Train	C
leaf_2044	C	2022-05-26	Train	C
leaf_2045	B	2022-05-26	Train	B
leaf_2046	C	2022-05-26	Train	C
leaf_2047	C	2022-05-26	Train	C
leaf_2048	A	2022-05-26	Train	A
leaf_2049	A	2022-05-26	Train	A
leaf_2050	C	2022-05-26	Test	?
leaf_2051	C	2022-05-25	Train	C
leaf_2052	B	2022-05-25	Train	B
leaf_2053	A	2022-05-25	Train	A
leaf_2054	A	2022-05-25	Train	A
leaf_2055	C	2022-05-25	Train	C
leaf_2056	C	2022-05-25	Test	?
leaf_2057	B	2022-05-25	Train	B
leaf_2058	B	2022-05-25	Train	B
leaf_2059	A	2022-05-25	Test	?
leaf_2060	C	2022-05-25	Test	?
leaf_2061	B	2022-05-25	Train	B
leaf_2062	C	2022-05-25	Train	C
leaf_2063	C	2022-05-25	Train	C
leaf_2064	C	2022-05-25	Train	C
leaf_2065	C	2022-05-25	Train	C
leaf_2066	A	2022-05-25	Train	A
leaf_2067	A	2022-05-25	Train	A
leaf_2068	B	2022-05-25	Train	B
leaf_2069	C	2022-05-25	Train	C
leaf_2070	A	2022-05-25	Train	A
leaf_2071	B	2022-05-25	Train	B
leaf_2072	C	2022-05-25	Train	C
leaf_2073	A	2022-05-24	Train	A
leaf_2074	A	2022-05-24	Train	A
leaf_2075	A	2022-05-24	Train	A
leaf_2076	A	2022-05-24	Train	A
leaf_2077	A	2022-05-24	Train	A
leaf_2078	A	2022-05-24	Test	?
leaf_2079	C	2022-05-24	Train	C
leaf_2080	C	2022-05-24	Test	?
leaf_2081	B	2022-05-24	Train	B
leaf_2082	A	2022-05-24	Train	A
leaf_2083	A	2022-05-24	Test	?
leaf_2084	C	2022-05-24	Train	C
leaf_2085	A	2022-05-24	Train	A
leaf_2086	C	2022-05-24	Train	C
leaf_2087	A	2022-05-24	Train	A
leaf_2088	B	2022-05-24	Train	B
leaf_2089	B	2022-05-24	Test	?
leaf_2090	B	2022-05-24	Train	B
leaf_2091	A	2022-05-24	Test	?
leaf_2092	C	2022-05-24	Train	C
leaf_2093	A	2022-05-24	Train	A
leaf_2094	A	2022-05-23	Test	?
leaf_2095	C	2022-05-23	Train	C
leaf_2096	B	2022-05-23	Train	B
leaf_2097	C	2022-05-23	Train	C
leaf_2098	C	2022-05-23	Train	C
leaf_2099	B	2022-05-23	Test	?
leaf_2100	A	2022-05-23	Train	A
leaf_2101	B	2022-05-23	Test	?
leaf_2102	B	2022-05-23	Train	B
leaf_2103	A	2022-05-23	Train	A
leaf_2104	C	2022-05-23	Train	C
leaf_2105	B	2022-05-23	Train	B
leaf_2106	B	2022-05-23	Train	B
leaf_2107	A	2022-05-23	Train	A
leaf_2108	A	2022-05-23	Train	A
leaf_2109	C	2022-05-23	Train	C
leaf_2110	A	2022-05-23	Train	A
leaf_2111	C	2022-05-23	Train	C
leaf_2112	A	2022-05-23	Train	A
leaf_2113	B	2022-05-23	Train	B
leaf_2114	C	2022-05-23	Train	C
leaf_2115	C	2022-05-23	Test	?
leaf_2116	C	2022-05-22	Test	?
leaf_2117	C	2022-05-22	Train	C
leaf_2118	C	2022-05-22	Train	C
leaf_2119	A	2022-05-22	Train	A
leaf_2120	C	2022-05-22	Train	C
leaf_2121	B	2022-05-22	Train	B
leaf_2122	B	2022-05-22	Train	B
leaf_2123	A	2022-05-22	Train	A
leaf_2124	C	2022-05-22	Train	C
leaf_2125	C	2022-05-22	Train	C
leaf_2126	B	2022-05-22	Train	B
leaf_2127	C	2022-05-22	Test	?
leaf_2128	C	2022-05-22	Train	C
leaf_2129	B	2022-05-21	Test	?
leaf_2130	A	2022-05-21	Train	A
leaf_2131	C	2022-05-21	Train	C
leaf_2132	C	2022-05-21	Train	C
leaf_2133	C	2022-05-21	Train	C
leaf_2134	A	2022-05-21	Train	A
leaf_2135	C	2022-05-21	Test	?
leaf_2136	C	2022-05-21	Train	C
leaf_2137	B	2022-05-21	Test	?
leaf_2138	C	2022-05-21	Train	C
leaf_2139	A	2022-05-21	Train	A
leaf_2140	A	2022-05-21	Test	?
leaf_2141	C	2022-05-21	Test	?
leaf_2142	C	2022-05-21	Test	?
leaf_2143	C	2022-05-21	Test	?
leaf_2144	C	2022-05-20	Train	C
leaf_2145	B	2022-05-20	Train	B
leaf_2146	B	2022-05-20	Test	?
leaf_2147	A	2022-05-20	Train	A
leaf_2148	C	2022-05-20	Train	C
leaf_2149	C	2022-05-20	Train	C
leaf_2150	C	2022-05-20	Test	?
leaf_2151	C	2022-05-20	Train	C
leaf_2152	C	2022-05-20	Train	C
leaf_2153	A	2022-05-20	Train	A
leaf_2154	A	2022-05-20	Train	A
leaf_2155	C	2022-05-20	Train	C
leaf_2156	C	2022-05-20	Train	C
leaf_2157	A	2022-05-20	Train	A
leaf_2158	C	2022-05-20	Train	C
leaf_2159	C	2022-05-20	Test	?
leaf_2160	B	2022-05-20	Train	B
leaf_2161	B	2022-05-20	Train	B
leaf_2162	B	2022-05-20	Train	B
leaf_2163	A	2022-05-20	Train	A
leaf_2164	B	2022-05-20	Test	?
leaf_2165	C	2022-05-20	Train	C
leaf_2166	C	2022-05-19	Test	?
leaf_2167	A	2022-05-19	Train	A
leaf_2168	A	2022-05-19	Train	A
leaf_2169	A	2022-05-19	Train	A
leaf_2170	C	2022-05-19	Train	C
leaf_2171	A	2022-05-19	Test	?
leaf_2172	C	2022-05-19	Train	C
leaf_2173	C	2022-05-19	Train	C
leaf_2174	B	2022-05-19	Train	B
leaf_2175	B	2022-05-19	Train	B
leaf_2176	A	2022-05-19	Train	A
leaf_2177	C	2022-05-19	Train	C
leaf_2178	A	2022-05-19	Train	A
leaf_2179	C	2022-05-19	Train	C
leaf_2180	A	2022-05-19	Train	A
leaf_2181	C	2022-05-18	Train	C
leaf_2182	C	2022-05-18	Train	C
leaf_2183	C	2022-05-18	Train	C
leaf_2184	C	2022-05-18	Train	C
leaf_2185	A	2022-05-18	Train	A
leaf_2186	A	2022-05-18	Train	A
leaf_2187	A	2022-05-18	Train	A
leaf_2188	A	2022-05-18	Test	?
leaf_2189	A	2022-05-18	Train	A
leaf_2190	C	2022-05-18	Train	C
leaf_2191	A	2022-05-18	Train	A
leaf_2192	C	2022-05-18	Train	C
leaf_2193	A	2022-05-18	Train	A
leaf_2194	A	2022-05-18	Train	A
leaf_2195	A	2022-05-17	Train	A
leaf_2196	A	2022-05-17	Test	?
leaf_2197	C	2022-05-17	Test	?
leaf_2198	C	2022-05-17	Train	C
leaf_2199	C	2022-05-17	Train	C
leaf_2200	C	2022-05-17	Train	C
leaf_2201	A	2022-05-17	Train	A
leaf_2202	C	2022-05-17	Train	C
leaf_2203	B	2022-05-17	Train	B
leaf_2204	A	2022-05-17	Test	?
leaf_2205	A	2022-05-16	Train	A
leaf_2206	A	2022-05-16	Train	A
leaf_2207	C	2022-05-16	Test	?
leaf_2208	C	2022-05-16	Train	C
leaf_2209	C	2022-05-16	Train	C
leaf_2210	A	2022-05-16	Train	A
leaf_2211	C	2022-05-16	Test	?
leaf_2212	A	2022-05-16	Train	A
leaf_2213	A	2022-05-16	Train	A
leaf_2214	C	2022-05-16	Train	C
leaf_2215	C	2022-05-16	Test	?
leaf_2216	C	2022-05-16	Train	C
leaf_2217	A	2022-05-16	Test	?
leaf_2218	C	2022-05-16	Train	C
leaf_2219	A	2022-05-15	Train	A
leaf_2220	C	2022-05-15	Test	?
leaf_2221	C	2022-05-15	Train	C
leaf_2222	C	2022-05-15	Train	C
leaf_2223	A	2022-05-15	Train	A
leaf_2224	A	2022-05-15	Train	A
leaf_2225	A	2022-05-15	Train	A
leaf_2226	A	2022-05-15	Train	A
leaf_2227	C	2022-05-15	Test	?
leaf_2228	C	2022-05-15	Train	C
leaf_2229	A	2022-05-15	Test	?
leaf_2230	C	2022-05-14	Train	C
leaf_2231	B	2022-05-14	Train	B
leaf_2232	B	2022-05-14	Train	B
leaf_2233	A	2022-05-14	Train	A
leaf_2234	A	2022-05-14	Train	A
leaf_2235	A	2022-05-14	Train	A
leaf_2236	B	2022-05-14	Test	?
leaf_2237	C	2022-05-14	Test	?
leaf_2238	A	2022-05-14	Train	A
leaf_2239	A	2022-05-14	Train	A
leaf_2240	C	2022-05-14	Train	C
leaf_2241	A	2022-05-14	Train	A
leaf_2242	B	2022-05-14	Test	?
leaf_2243	A	2022-05-13	Train	A
leaf_2244	A	2022-05-13	Train	A
leaf_2245	B	2022-05-13	Train	B
leaf_2246	B	2022-05-13	Test	?
leaf_2247	A	2022-05-13	Test	?
leaf_2248	A	2022-05-13	Train	A
leaf_2249	C	2022-05-13	Train	C
leaf_2250	A	2022-05-13	Train	A
leaf_2251	B	2022-05-13	Train	B
leaf_2252	C	2022-05-13	Train	C
leaf_2253	B	2022-05-13	Test	?
leaf_2254	A	2022-05-13	Train	A
leaf_2255	B	2022-05-13	Train	B
leaf_2256	C	2022-05-13	Train	C
leaf_2257	C	2022-05-13	Test	?
leaf_2258	A	2022-05-13	Test	?
leaf_2259	C	2022-05-13	Train	C
leaf_2260	C	2022-05-13	Train	C
leaf_2261	A	2022-05-13	Train	A
leaf_2262	A	2022-05-13	Test	?
leaf_2263	C	2022-05-12	Test	?
leaf_2264	C	2022-05-12	Test	?
leaf_2265	C	2022-05-12	Train	C
leaf_2266	A	2022-05-12	Test	?
leaf_2267	B	2022-05-12	Train	B
leaf_2268	C	2022-05-12	Train	C
leaf_2269	C	2022-05-11	Train	C
leaf_2270	A	2022-05-11	Train	A
leaf_2271	C	2022-05-11	Train	C
leaf_2272	A	2022-05-11	Train	A
leaf_2273	A	2022-05-11	Train	A
leaf_2274	A	2022-05-11	Train	A
leaf_2275	A	2022-05-11	Train	A
leaf_2276	C	2022-05-11	Train	C
leaf_2277	B	2022-05-11	Train	B
leaf_2278	A	2022-05-11	Train	A
leaf_2279	A	2022-05-11	Test	?
leaf_2280	C	2022-05-11	Train	C
leaf_2281	C	2022-05-11	Train	C
leaf_2282	B	2022-05-11	Train	B
leaf_2283	C	2022-05-11	Train	C
leaf_2284	C	2022-05-10	Train	C
leaf_2285	B	2022-05-10	Train	B
leaf_2286	C	2022-05-10	Train	C
leaf_2287	C	2022-05-10	Train	C
leaf_2288	C	2022-05-10	Train	C
leaf_2289	B	2022-05-10	Train	B
leaf_2290	C	2022-05-10	Train	C
leaf_2291	B	2022-05-10	Train	B
leaf_2292	A	2022-05-10	Train	A
leaf_2293	C	2022-05-09	Test	?
leaf_2294	A	2022-05-09	Train	A
leaf_2295	A	2022-05-09	Train	A
leaf_2296	A	2022-05-09	Train	A
leaf_2297	B	2022-05-09	Train	B
leaf_2298	C	2022-05-09	Test	?
leaf_2299	C	2022-05-09	Train	C
leaf_2300	C	2022-05-09	Train	C
leaf_2301	A	2022-05-09	Train	A
leaf_2302	A	2022-05-09	Train	A
leaf_2303	A	2022-05-08	Train	A
leaf_2304	A	2022-05-08	Train	A
leaf_2305	C	2022-05-08	Train	C
leaf_2306	A	2022-05-08	Test	?
leaf_2307	A	2022-05-07	Train	A
leaf_2308	A	2022-05-07	Test	?
leaf_2309	A	2022-05-07	Test	?
leaf_2310	C	2022-05-07	Train	C
leaf_2311	C	2022-05-06	Train	C
leaf_2312	B	2022-05-06	Train	B
leaf_2313	A	2022-05-06	Train	A
leaf_2314	B	2022-05-06	Train	B
leaf_2315	A	2022-05-06	Train	A
leaf_2316	A	2022-05-06	Train	A
leaf_2317	C	2022-05-06	Train	C
leaf_2318	A	2022-05-06	Train	A
leaf_2319	A	2022-05-06	Train	A
leaf_2320	C	2022-05-06	Train	C
leaf_2321	C	2022-05-06	Train	C
leaf_2322	A	2022-05-05	Train	A
leaf_2323	C	2022-05-05	Test	?
leaf_2324	C	2022-05-05	Train	C
leaf_2325	A	2022-05-05	Train	A
leaf_2326	C	2022-05-05	Train	C
leaf_2327	C	2022-05-05	Test	?
leaf_2328	C	2022-05-05	Test	?
leaf_2329	C	2022-05-05	Train	C
leaf_2330	A	2022-05-04	Train	A
leaf_2331	A	2022-05-04	Train	A
leaf_2332	A	2022-05-04	Train	A
leaf_2333	A	2022-05-03	Test	?
leaf_2334	A	2022-05-03	Test	?
leaf_2335	A	2022-05-03	Train	A
leaf_2336	C	2022-05-03	Train	C
leaf_2337	A	2022-05-02	Train	A
leaf_2338	C	2022-05-02	Train	C
leaf_2339	C	2022-05-02	Test	?
leaf_2340	C	2022-05-02	Train	C
leaf_2341	A	2022-05-02	Test	?
leaf_2342	C	2022-05-02	Train	C
leaf_2343	B	2022-05-01	Train	B
leaf_2344	A	2022-05-01	Train	A
leaf_2345	A	2022-05-01	Train	A
leaf_2346	C	2022-05-01	Train	C
leaf_2347	C	2022-05-01	Train	C
leaf_2348	A	2022-05-01	Train	A
leaf_2349	C	2022-04-30	Train	C
leaf_2350	B	2022-04-30	Test	?
leaf_2351	C	2022-04-30	Train	C
leaf_2352	A	2022-04-30	Train	A
leaf_2353	B	2022-04-30	Train	B
leaf_2354	B	2022-04-30	Train	B
leaf_2355	C	2022-04-29	Train	C
leaf_2356	C	2022-04-29	Train	C
leaf_2357	C	2022-04-29	Train	C
leaf_2358	C	2022-04-29	Train	C
leaf_2359	A	2022-04-29	Train	A
leaf_2360	C	2022-04-28	Train	C
leaf_2361	C	2022-04-28	Test	?
leaf_2362	B	2022-04-28	Train	B
leaf_2363	C	2022-04-27	Train	C
leaf_2364	C	2022-04-27	Train	C
leaf_2365	A	2022-04-27	Train	A
leaf_2366	A	2022-04-27	Train	A
leaf_2367	A	2022-04-27	Test	?
leaf_2368	C	2022-04-27	Train	C
leaf_2369	C	2022-04-27	Train	C
leaf_2370	C	2022-04-27	Train	C
leaf_2371	C	2022-04-26	Train	C
leaf_2372	A	2022-04-26	Test	?
leaf_2373	A	2022-04-26	Train	A
leaf_2374	A	2022-04-26	Train	A
leaf_2375	B	2022-04-25	Test	?
leaf_2376	C	2022-04-24	Train	C
leaf_2377	C	2022-04-23	Train	C
leaf_2378	B	2022-04-22	Train	B
leaf_2379	C	2022-04-22	Train	C
leaf_2380	A	2022-04-21	Train	A
leaf_2381	A	2022-04-20	Train	A
leaf_2382	C	2022-04-19	Train	C
leaf_2383	C	2022-04-19	Test	?
leaf_2384	A	2022-04-19	Train	A
leaf_2385	C	2022-04-19	Train	C
leaf_2386	B	2022-04-18	Train	B
leaf_2387	C	2022-04-15	Test	?
leaf_2388	A	2022-04-15	Test	?
leaf_2389	C	2022-04-15	Train	C
leaf_2390	C	2022-04-14	Test	?
leaf_2391	B	2022-04-14	Train	B
leaf_2392	C	2022-04-14	Train	C
leaf_2393	A	2022-04-13	Train	A
leaf_2394	A	2022-04-12	Train	A
leaf_2395	A	2022-04-12	Train	A
leaf_2396	C	2022-04-12	Test	?
leaf_2397	C	2022-04-12	Test	?
leaf_2398	C	2022-04-12	Test	?
leaf_2399	A	2022-04-11	Train	A
leaf_2400	A	2022-04-09	Train	A
leaf_2401	C	2022-04-09	Train	C
leaf_2402	C	2022-04-09	Train	C
leaf_2403	A	2022-04-08	Train	A
leaf_2404	A	2022-04-08	Test	?
leaf_2405	C	2022-04-05	Train	C
leaf_2406	A	2022-04-03	Train	A
leaf_2407	A	2022-04-02	Train	A
leaf_2408	B	2022-04-02	Test	?
leaf_2409	A	2022-04-01	Train	A
leaf_2410	B	2022-04-01	Test	?
leaf_2411	A	2022-04-01	Train	A
leaf_2412	C	2022-03-31	Train	C
leaf_2413	C	2022-03-30	Train	C
leaf_2414	C	2022-03-26	Train	C
leaf_2415	B	2022-03-26	Train	B
leaf_2416	A	2022-03-24	Train	A
leaf_2417	C	2022-03-23	Train	C
leaf_2418	C	2022-03-21	Train	C
leaf_2419	C	2022-03-19	Train	C
leaf_2420	C	2022-03-18	Train	C
leaf_2421	C	2022-03-18	Train	C
leaf_2422	A	2022-03-16	Train	A
leaf_2423	B	2022-03-16	Train	B
leaf_2424	C	2022-03-15	Train	C
leaf_2425	A	2022-03-10	Train	A
leaf_2426	C	2022-03-06	Train	C
leaf_2427	C	2022-03-05	Train	C
leaf_2428	C	2022-02-19	Train	C
leaf_2429	C	2022-02-16	Train	C
leaf_2430	C	2022-02-11	Test	?
leaf_2431	C	2022-02-07	Train	C
leaf_2432	C	2022-02-04	Train	C
leaf_2433	C	2022-02-04	Train	C
